headword,translations
gestiefelt,czebatûtas; zopágûtas
gestirn,zwaizde
gestrauch,krumas
gestreng,aßtrus
gestrige,wakarykßczias
gesund,sweikas; sweikesnis; sweikausias
gesund machen,pasweikinti
gesund werden,pagilbti; pasweikti
gesundheit,sweikata
gethön,garsas
getrank,gerimas
getreu,wiernay
getreuen,nusitikketi
getreyde,jaway
getrost,linksmay
getrösten,pasilinksminti
getümmel,tranksmas
geübt,mokintas; megintas
gevatter,kumas
gevatterschafft,kumyste
gewächs,augmû; ûglius
gewahr werden,ißwysti
gewalt,gwoltas; syla
gewalt thun,gwolta daryti
gewaltig,silingas
gewaltsam,sylingay
gewand,gelumbe; jupa
gewapneter,szarwotas
gewebe,audeklas
gewehnen,priprastinti; paprasstinti; pajunkinti
gewehr,ginklas
gewehren,sutekti
gewelb,sklepas
gewend,warßnos
gewerb,reikalas; priwole; ankßtia
gewicht,swaras; mierasa
gewinn,uzzydskas
gewinnen,laimeti
gewiß,teisus; tikras
gewißen,sazine
gewißer,teisesnis; tikresnis
gewisseste,teikriausias; teisausias
gewißheit,tiesa
gewißlich,tikkray
gewitter,oras
gewohnen,priprasti; pajunkti
gewohnheit,pajunkimas; paprotis
gewürz,zoles
geyle,gele
gezänck,barnis; waidas
gezeiget,pagimdits
gezelt,szetras
geziehmen,parsieti; derreti
gezwungen,nemittes
giersaß,rentinnys
giersaßen,resti
giersch,garßwa
gießen,lieti
gießkanne,laistuwas
gifft,truczyznos; nûdai; apipennai
gifftig,nûdingas; truczyznûtas
gipffel,wirßune
girren,uldûti; brukkûti
gladeyß,leddinycze
glantz,szwiesybe; swiesa; kaistybe
glanzen,zibbeti
gläsen,palewoti
glaser,stikklininks; stikklorus
glasern flasch,stikklo pletzka
glaß,stiklas
glatt,glittus; szwelnus
glätten,palewoti
glaube,wiera
glauben,wieryti; tikketi
glaubensgenoß,wienos wieros
glaubig,wiernas; tikkys
glaubwürdig,wiernas
gläze,plikke
gleich,lygus
gleich,sulyg; lyg
gleich viel,tiekajau
gleich wie,lygei kaip
gleichdurch,per dem
gleichen,lygti
gleicherweiß,lygu budu
gleichfalß,teipjau
gleichformig,lygus
gleichheit,ligumas
gleichmachen,sulyginti
gleichniß,prilyginimas
gleichsinnig,lygios dumos
gleißen,zybbeti
gleißner,weidmainis
gleißnerey,weidmainyste
gleiten,paslydimmas
gleiten,paslysti
glied,sanaris
glimmen,gruzdeti; swilti
glipferig,tizus
glitschen,sliddineti; slysti
glitschig,sliddus
glochzen,klukseti
glocke,warpas
glockenthurm,warpnicia
glöckner,patobelis
glück,palaima; czestis
glucken,kwakßeti
gluckhenne,perekle
glucklich,palaimingay; czestliway
glücks topff,gilukkis
gluckseelig,palaimingas; czestliwas
glückseeligkeit,palaima
glüen,zerpti; zerpleti
glumst,warßke
glutt,zarijos
gnade,malone; malonybe; mylista
gnadenreich,ißganitingas
gnadig,maloney; maloningay; mylastiway
gnädig,malonus; maloningas; mylastiwas
gnuseln,werkßlenti
gold,auksas
gold funck,starta
gold schlagen,auksa kalti
goldammer,starta
goldfinger,bewardis
goldgulden,raudonas auksinas
goldkafer,wabolas
goldschmied,aukskallis
golisch,rustus
gönnen,weliti
gott,diewas
gott lastern,bluzniti
gottesacker,kapines; kapai
gottesdienst,diewo szluzma
gottesfurcht,diewo baime
gottesfurchtig,diewobijas
gotteshaus,baznyczia
gotteskasten,diewo skryne
gotteslüsterer,diewo bluznitojis
gotteslusterung,diewo bluznijimas
gottespfennig,pradotkas
gotteswetter,diewaytis
gottheit,diewyste
gottin,deiwe
gottlich,diewißkas
gottlosigkeit,bediewyste
gottloß,diewo nesibijas; bediewis
gottseelig,nobaznas
gottseelig,nobaznay
gottseeligkeit,nobaznyste
goz,balwonas
gözendiener,balwo tarnas
gözendienst,balwo sluzba
gözenhauß,balwo namai
grab,grabas
graben,grabe; dûbe; perkasas
graben,kasti
graben,trubininkas
gram,tuzba; apmaudas
grämen,tuzytisi; apmaudûti
granze,rubezus
granzstein,arakis
grasicht,zoletas
graß,zole; weja
graß frisch abgehauen,szekas
gräte,aßakka
grau,pilkas
grau,zillas
grauen,baisetisi
grauen,prazilti
grauerlich,nyku
graupen,krußtinne
graupferd,szirmas
grausam,baisingay; baisey; smarkey
grausamen,baisus; baisingas; smarkus
grausamkälte,gelmenis
grausamkseit,smarkummas; markyste; smarkybe; baiseummas
greiffen,grebti
greiß,dedas; trupas
greuel,neapikanta; biaurybe
greulich,biaurey
greulich,biaurus; darkus
grieben,spirguczey
grikke,griggas
grille,szwirplys
grim,narsas; papikis; kerßtas
grimmig,supykes; papykes
grind,szaßai
grindig,szaßûtas
grindig werden,nußaßti
grob,storay; stambjey
grobe heede,pakulos
grober,storas; stambus
grobheit,storummas
groll,rustybe
grollen,rustauti; pykti
groß,diddis; diddesnis; didzausias
große,diddummas; diddybe
große wurst,wedras
großkopff,didgalwis
großnas,didnosis
grube,dûbe
grufft,loma
grummet,atzala; attolas
grun,zales
grund,gruntas; dugnas; pamatas
gründen,gruntawoti; kakketi
grundeyß,ißas
grundfeste,twirtumas; twirtybe
grundlich,ißgrunto
grundling,gruze
grundloß,bedugno
grundsuppe,pádugnes; nusedas storas
grunen,zalti; zelti
grunndonnerstag,wellu wellykos
grunzen,krukseti
gruppe,krußtinne
gruß,pasweikinimas
grußen,sweikinti
gruübeln,nopernauti
grüz,krûpos
grüzwurst,krûpinne
guckguck,geguze
gulden,auksinnas pusantrininks
gulden becher,auksa kupka
gulden stricken bekleidet,auksinu rupu apwilktas
gurcken,agurkas
gurgel,gerkle
gurgeln,gargalûti
gurt,jûsta
gurtel,dirzas
gurten,apfijûsti
gutie,geras; labas
gutt,gerray
gütter,gerybe; lobis; turtas
gutthat,geradejyste
gutthatig,geradejas
güttig,geras
güttigkeit,gerybe
guttwillig,newerczamas; walnay
guttwilligkeit,walnybe
haab,turtas; lobis
haar,plaukai
haarig,plaukûtas
haarschedel,mûmû
haarsieb,eßutinnis; sietas
haarwurm,kandys; molûkas
haase,kiskis; suikis
haben,turreti
haber,awizos
habermehl,czulkinys
habermüß,kisselius
haberstoppeln,awizena
haberstroh,awizenoje
habhafft,dallywas
habicht,wanagas
habit,rubai
hackbreth,kappone
hacke,kulnis
hacke in der wand,gembe
hacken,kappojimas
hacken,kappoti
hacken,waßas
hackmeßer,sziltßka
hader,waidijimas; barnis
hader waßer,waidwandû
haderhafftig,barningas
haderkatz,barnininkas; waidininks
hadern,bartisi; waiditisi
häfen,mieles
hafften,prilipti; pasilikti
häfften,kabe; saktis
häfften,susekti
häficht,mieletas
hagebüche,skroblus
hagedorn,usnis
hagedrüsen,szaßbaudzei
hagel,leddai
hageln,leddoti
hager,liesas
hahn,gaidys
hahnenbalcke,pantas
hahnengeschrey,gaidyste
halb,pussau
halbesteffel,pasketwirte
halbetonne,pusbarzke
halbinsel,pussalle
halbschwester,pussessere
halbtodt,pusgywis
halbvoll,per pusse
halffer,uzanycjia
halle,priebaznitis
hallsen,apsikabinti
halm,szaudas
halschen,apikakle
halß,kaklas
halßband,retezes
halßeysen,klingis
halßkette,aukso lencugelis
halßsielen,delinge
halßstarrig,sawredißkay
halßstarrigkeit,sawredyste
halßtuch,abruselis
halten,laikyti; paturreti
hämchen,karka
hamen,warzas
hammel,awinas
hammer,kuggis
hammerschlag,gellezûnis
hamster,szaltzas
hand,ranka
hand an den seiten sezen,issiremti
handbreit,per plaßtaka
handbuch,knygeles
handdegen,kardas
hande drücken,gnaußiti
handeln,wartoti; priekoti; sprowawoti
handelsmann,kupczus
handelung,kupczysta
handfaß,praustuwe
handgifft,pradotkas
handhabe,asa
handhaben,wartoti; waldzoti
handmuhle,girnos
handpferd,pawadninks
handquirrl,menturris
handreichung,pagalba
handschuh,pirßtine
handsege,piuklas
handthieren,kupczauti
handthierung,kupczyste
handtuch,abrusas
handvoll,sawje
handwerck,remestas
handwercker,remesninkas
hänff,kannapes
hänffling,kikillis
hangen,kabeti; karuti
hangend,kabus; karus
harcke,greblys
harcken,grebti
harckenstiel,greblekotis
härmelein,szermû
harn,mezalas; myzalai
harnen,myßti
harnisch,szarwas
harnischt,szarwotas
harnröhre,myzeklis
harpffe,arpa
harpffenschläger,arpininkas
harren,laukti
hart,kietas
härte,kietumas
harten,keti; ketinti
härtigkeit,kietybe
hartknäckicht,kietsprandis
harttrabend,kruttus
hartz,sakkai
hartzicht,sakkûtas
häschen,grebti
häscher,budelbernis
haselhahn,erube
hasellmauß,pellodneßa
haselnuß,rießutys
haselstaude,lazda
haselwirtz,palazdes
haspe,prabajus
haspel,lanktis
haspeln,lenkti
haß,neapkentimas; neapikanta
haßen,neapkesti
haßer,neapkenczes
hastig,stropjey; umarû
haube,czepcius
hauchen,kwapas
hauchen,kwepti
hauen,kirsti; kappoti
hauffe,kaupas; kruwa
hauffe,pulkas; kûpa
hauffen,dauksinti
hauffenweiß,pulgais; daugsingay
hauffig,pulgais; daugsingay
haupeitsche,naika; kanczukas
haupt,galwa
haupt schweer,skaudulys
hauptbinds,nometas
hauptgeld,galwpennigai
hauptkißen,priegalwis; paduszka; peryna
hauptmann,pillonis; szimtininkas
hauptmanschafft,pillonyste
hauptpfühl,priegalwis; paduszka; peryna
hauptschedel,mûmû
hauptschoß,pagalwes
hauptweh,kalwo skaudejimas
haus,namai; butas; ukis
hausfrau,wießpacza
hausgenoße,namiskis
hausgesind,ßeimina
hausgoze,balwonas
haußbhalter,uzweizdetojis
haußen,lauke
haußgerath,rukledzei; stotkai
haußhalten,uzwezdeti
haußhaltung,uzweizdejimas
haußherr,wießpats
haußknecht,bernas
haußmutter,ukininke
haußstate,sodiba
haußvater,ukininkas
haußwarts,nammolinkay
haut,skura; oda
hebamme,pribuweje
hebebaum,wiezdas
heben,kelti
hechell,szepetys
hecheln,ßukkûti
hecht,lydeka
hecke,wartai
hecken,waisinti
heede,pakulos
heeden,pakulnis
heelen,paslepti
heeler,pasleptojis
heer,pulkas
heerd,kaimene; gûta; gauje
heerhold,kiekßtas
heerpaucke,bubnas
heerscharren,pulkai
hefft,kabe
hefften,susekti
hefftig,baisey; diddei; szauray; skaudzey
heide,sjillas; trakas; ißdagas
heidekorn,grikkai
heil,ißgijes
heil werden,ißgyti
heilbahr,gajus
heilen,gyditi; ißgyditi; pasweikinti
heilig,szwentas
heiligen,szwesti
heiliger abend,pasninks
heiligkeit,szwentybe
heiligmacher,paszwestojis
heiligthum,paszwentinimas
heilung,gydimas
heimath,gimtinne; tewißke
heimfahren,parwazûti
heimfarth,parwazawimas
heimfuhren,parwesti
heimfuhrung,parwestuwes
heimlich,slapciey; slaptomis; tilomis
heimlich gemach,zokadas; wikadas
heimligkeit,paslieptinne
heimstellen,paliecawoti; paweliti; padûti
heimsuchen,atlankiti
heimsuchung,atlankimas
heiß,karßtas; karßtesnis; karßcziausias
heiß machen,ykaitinti
heiß werden,ykaisti
heißen,liepti
heisser,uzkimmes
heisserheit,uzkimimas
heißhungerig,peralges
heißhungerig werden,peralgti
heizen,kurti
held,karzygis; rycerus
helffen,gelbeti; padeti; macziti
helffer,gelbetojis; pagalnikas; padetujas
helfft,pusse
hell,rißkus; rißkesnis; rißkiausias
helle,skaistas; szwiesus
hellepart,bartißus
heller,jûdikis
helm,szalmas
hembd,marßkinei
hemmen,laikytisi
hemmerling,starta
hencken,karti
hencker,budelis
hengst,erßilas
henne,wißta
her,szen
her einlegen,garbe padaryti
heran,pri
heranbrechen,prieiti; prilinkti
heranbringen,prineßti
heranfahren,priwazûti
heranführen,priwesti; ißweßti
heranschieben,pristumti
heranwälzen,priristi
heranwerffen,primesti
heranziehen,pritraukti
herausfahren,ißwazûti
herausfallen,ißspulti
herausfliegen,ißlekti
herausfliehen,ißbegti
herausfordern,ißwadinti
herausführen,ißwesti
herausgeben,ißdûti
herausgehen,ißeiti
herauskommen,ißeiti
herauskriechen,ißlisti
herauslauffen,ißbegti
herauslocken,ißwobiti
herausnehmen,ißimti
herausporren,ißjudyti
herausreißen,ißplesti
herauß,iß
heraussagen,ißsakyti
heraußbauen,ißbuddawoti
heraußbrechen,ißtarti; issilaußti
heraußbringen,ißneßti; issineßti
herausschicken,ißsusti
herausschießen,ißsprogti
herausschütteln,ißkratyti
herausspringen,ißßokti
herausstrecken,ißtempti; ißtiesiti
heraustragen,ißneßti
herauswachsen,ißaugti
herauswalzen,ißristi
herausziehen,ißtraukti
herbe,kartus; gailus
herberge,gaspada
herbergen,nakwoti
herbetteln,zebrawoti; atloti
herbringen,atneßti; atgabenti
herbst,ruddû
herbstmonath,rugis
herdammern,atgrauti
herfahren,atwazûti
herfuhr,iß
herführen,atwesti
herfürbringen,ißneßti
herfürfliegen,ißlekti
herfürfließen,ißtekketi
herfürforden,ißwadinti
herfürführen,ißwesti
herfürgeben,ißdûti
herfürgehen,ißeiti
herfürkommen,ißeiti
herfürkriechen,ißlisti
herfürlangen,ißdûti
herfürlauffen,ißbegti
herfürlichten,zibbeti
herfürlocken,ißwobiti
herfürmachen,ißimti
herfürragen,ryßczoti
herfürreichen,ißdûti
herfürscheinen,zibbeti
herfürspringen,ißßokti
herfürtreiben,ißwaryti
herfürwachsen,ißaugti
herfürwalzen,ißristi
herfürziehen,ißtraukti
heringslahk,rassalas
hermelein,ßermû
hernach,potam; paskui
herold,raßys
herr,ponas; wießpats
herregnen,atlyti
herrenhoff,dwaras
herrgottsthierlein,awizes
herring,silke
herrlichkeit,ßlowe
herrschafft,ponyste; waldzia
herrschen,ponawoti; wießpatauti; rykauti
herrscher,rycerus
herrühren,prasideti
herrührt es da,iß to prasidest
herschleichen,atseleti
herstammen,prassikurti
hertz,ßirdis
hertzgrube,prißirde
hertzlich,ßirdingas
hertzlich,szirdingay; nûßirdzey
hertzog,ercikis
herüberschipffen,persûrti
herumb,applink
herumbfliegen,lakkioti; lakstyti
herumbgehen,waikßtineti
herumbtragen,neßoti
herumbtreiben,bastitisi
herumbwelzen,ritineti
herumbziehen,wandrûti
herumsizen,apsesti; applink sedeti
herunter,nû
herunterbringen,nuneßti
herwelzen,atristi; priristi
herwexiren,atwilloti
herzeleyd,nekandas; negandas
herzen,apsikabbinti; globûti; mylûti
herzensfreund,ßirdies prietelus
herziehen,pritraukti
herzogthumb,ercikyste
herzu,pri; at
herzubringen,prineßti
herzugehen,prieiti
herzulauffen,pribegti
herzuschicken,prisusti
herzuschieben,pristumti
herzuspringen,prißokti
herzutreiben,priwaryti
herzuwalzen,priristi
herzuziehen,pritraukti
heßlich,biaurey; darkiey
heßlich,biaurus; darkus
heu,ßenas; szekas
heuboden,szuppas
heucheler,weidmainys
heucheley,weidmainyste
heucheln,weidmainûti; klastûti
heuer,ernas
heuhauffen,kuppeta; kugis
heulen,raudoti; raukti; staukti; sugti
heumonath,liepinnis
heurig,ßo meto
heurmann,kirtejas
heusack,maiße
heuschober,kuppeta
heuschreck,szogas
heut,szen diena
heute,frûhe iß ryto
hexe,ragana; zyne
hexe hat dieser mensch behexet,zyne alzyna ßi szmogu
hexen,zinauti
heyde,pagonas
heyde,szillas
heydenthum,pagonyste
heydin,paganka
heydnisch,pagonißkas
heyl,ißganimas
heyland,ißganitojis
heylbutte,erskeczu ûga
heylsam,isganitingas
heyrathen,westi
hezen,medzoti; sunditi; piudyti
hie,ßia
hie und da,sze ir te
hieb,sykis
hiedurch,szenlinkay
hiedurch,szu tarpu; daiktu
hieher,szen; szenay
hiezwischen,szû tarpu
him,ten
himmel,dangus
himmelbrodt,menna
himmelfahrt,dangun zengimas
himmlisch,dangißkas; dangujesis
himmlische,dangißkieji
hin ist hin,tyra gloda
hin und her,szen ir ten; daiktais
hin und her wenden,graßyti
hin und wieder lauffen,szen ir ten; daiktais
hin und wieder lauffen,tekkineti
hinab,zemyn
hinabfahren,nuwazûti
hinan,pri
hinangehen,prieiti
hinauff,aukßtyn; uz
hinauffbringen,uzneßti
hinauffwerts,aukßtynlinkay
hinaus,laukan
hinausbringen,ißneßti
hinauswischen,ißmukti
hincken,ßlubûti
hinckend,ßlubbas; raißas
hindbeer,awietes
hindbeerstrauch,awieczu krumas
hinder,bullys; subinne
hinderkorn,basturlakai
hindern,kluditi; uzwoditi
hinderniß,uzwodijimas
hinderste,paskuczausis
hindertheil,pasturgallis; trengallis
hindin,lowe
hindurch,per
hindurch gehen,pereiti
hindurchbrechen,persilaußti
hindurchdringen,persiwerßti
hinein,widdun
hineinfallen,ypulti; ykluti
hineinwischen,ysmukti
hingang,nuejimas
hingeben,nudûti
hingegen,prießay
hingehen,nueiti
hingelangen,nusikakinti
hinraffen,pagrebti
hinsezen,pastatyti
hinten,uzpakalis
hinterhaupt,pakaußis
hinterlaßen,palikti
hintertheil,pasturgallis; strengalis
hinterwerts,atzagaray; atbulay
hinterzeug,pabulles
hintritt,nuejimas
hinüber,per
hinüberfahren,perwazûti
hinüberwerffen,metinti
hinunier,zemmyn
hinweg,ßalin
hinwegbringen,prapulditi
hinzu,pri
hinzuthun,prideti
hirn,zmagenos
hirnschale,galwos
hirnschale,kakta
hirnschedel,kiaußis; kiauße
hirsch,bredis
hirschgeweyhe,briedzo raggai
hirsen,söres
hirte,kerdzus
hirtenhütte,buttele
hirtenjung,piemû
hirtenstab,ramtis
hirtentasch,tarba
historie,nusidawimas
historienschreiber,nusidawimo raßitojis
hitzblattern,karai
hitzen,kurti
hitzig seyn,karßezûti
hitzkranckheit,karßtligge
hize,karßtis; kaitra; karßtybe; kraßtimete
hize daran krank liegen,karßczu sergti
hobel,droßtuwe; hebelis
hobeln,hebeloti
hoch,aukßtas
hochbrüstig,prikorus
hocherheben,pakilus
hochheit,aukstybe
höchlich,diddey; labbay
hochmuth,didzawimas
hochmuthig seyn,didzûtisi
höchste,aukczausesis
hochwürdig,garbingas
hochzeit,swodba
hochzeitleut,swodbininkas
hochzeitlich,swodbißkas
hochzeitlich kleyd,swodbißki rubai
hochzeitlied,martgiesme
höcker,kupra
höckericht,kuprûtas
hockerichter,kuprys
hoerd,pelenas
hoff,dwaras; ukis; padwarija
hoff umb den mond,drignis
hoffarth,puikyste
hoffärtig,puikus
hoffen,nusitikketi; prisitikketi
höfflich,patogus; mandagus
höfflichkeit,patogumas; mandagummas
höffling,dwaronis
hoffman,almons; padwarininkas
hoffmeister,almistras
hoffmeisterin,almistrene
hoffnung,tikkejimas; prisitikkejimas
hoffstäte,dwarwiete
hohe,aukßtas; aukßtybe
hohe schul,studentije
hoher priester,wyskupas
hohn,paniekinimas
höhnisch,papeiktinnay
hol,kiauras
höle,dûbe; urwa; ûla
hole hand,delwas
holen,gabenti; atgabenti
holffter,ulffteris; makßtis; pistûlu pulloku
holl,ißdubbes
holla,stui
holldseelig,loskawas
holldseeligkeit,loska
hölle,pekla
hollisch feuer,peklos ugnis
holtz,malka
holtzapffel,lakinnei
holtzbock,ozys; erke
holtzern geschirr,medzo rikai
holtzfloßer,leidikkas
holtzhauffe,lauzas
holtzrahmen,riekles
holtztaube,kerßolys
holtzweg,malgwezis
holtzwurm,kirwarpa; patranka
holunder,bezdus
honig,meddus
honigbruch,bitkopis
honigbruch halten,ißkopineti bittes
honigßeim,sywas meddaus; koris meddaus
hopffen,apwinei
hopffenkopff,spurga
hopffenstang,smagas
hopffentranck,apwinojei
hören,girdeti; klausyti
horn,ragas
horn an den füßen,nagas
horngeld,ragpennigai; bandpennigai
hornicht,ragûtas
hornung,kowinnis
hort,nussitikkejimas
hosen,kelines
hosenband,pakeles; rißtuwai
hospitahl,szpitole
hube,hubas
hudler,szalbierus
huffeysen,patkawa
hufft,kulße; szlaunis
hufftbein,strengaulis
hügel,kaukara; kywa; kalwa
huhn,wißta
hühnernest,gußta
hulde,loßka
huldigen,prisiegti
huldigung,prisiega
hulff,pagalba; padejimas
hulffloß,be pagalbe
hull und full,gannole; pilnyste; apstas; dastotkas
hullsen,lukßtai
hummel,tránas
hun,wißta
hunck,mûmûlis
hund,ssû
hunderste,ßimtas
hundert,ßimtas
hundertfaltig,ßimteropas
hundertjehrig,ßimtergis
hunderumnaht,ßimta kartu
hündin,kale
hundisch,ßunißkas
hundskopff,ßungalwis
hünerkorb,gurbas
hünerstall,laksta
hunger,badas
hungerig,alkanas; ißalkes
hungerleyder,badmerys
hungern,algti; badûti
hüpffen,szokineti; szokûti
hupsch,grazus; mandagus; ßwankus
hürden,aptwora
hure,kekße; kurwa
huren,kekßauti
hurenkind,ißkekßinnis; kekßes iß gimmes; bostras
hurer,kekßinninkas
